mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_26789,Cc1c(nc(o1)C#N)O,3.61072,1.17201,0.88972,4.3495,72.65,-0.2368,-0.0632,0.1736,1205.8245,0.08902,-452.793621,-452.785542,-452.784598,-452.826516,28.683
gdb_93897,CC1COC(C)C2NC12,2.64788,1.49783,1.19407,2.464,81.89,-0.2405,0.0692,0.3097,1149.9467,0.195755,-404.337011,-404.328362,-404.327418,-404.369914,34.111
gdb_18774,CC12C3C4C(CC14)N23,3.95463,2.44605,2.12835,1.6768,70.55,-0.2226,0.0847,0.3073,725.1164,0.143663,-326.645302,-326.639233,-326.638288,-326.675017,25.136
gdb_90199,CC1CC23CN4C2CC134,3.01517,1.68044,1.52435,2.0505,83.67,-0.2006,0.0493,0.2498,980.2505,0.171112,-365.839685,-365.832244,-365.8313,-365.870955,30.864
gdb_8360,CCCC12CN(C1)C2,5.26683,1.09112,1.06751,2.0278,78.96,-0.2235,0.0786,0.3021,1220.673,0.189607,-329.055105,-329.046992,-329.046047,-329.088155,30.759
gdb_35285,N#CC1CN1CC1CN1,3.84743,0.86821,0.76593,1.5887,78.32,-0.2511,0.0072,0.2583,1469.4808,0.148172,-398.074449,-398.065745,-398.064801,-398.108971,31.489
gdb_104306,CCC1(C)OCC2CC12,2.75354,1.31351,1.24348,1.412,84.7,-0.2437,0.0828,0.3264,1185.6311,0.205876,-388.297054,-388.287959,-388.287015,-388.330307,35.932
gdb_39043,C1C2C=CCC3OC2C13,2.44428,2.20465,1.74199,1.5843,78.21,-0.2281,0.0192,0.2474,886.0061,0.162755,-385.862248,-385.855796,-385.854852,-385.892622,27.634
gdb_23151,COCC(=NO)C1CC1,2.12838,1.2151,0.85512,1.0943,80.78,-0.235,0.0064,0.2414,1398.0579,0.169038,-440.215289,-440.205315,-440.204371,-440.250812,35.863
gdb_2152,CC1=CCCC1O,3.50196,2.76747,1.77536,1.4717,66.05,-0.2389,0.0226,0.2615,756.0014,0.148871,-309.737802,-309.730478,-309.729534,-309.769031,27.216
gdb_17930,CC12C3CC1=CCC23,3.15374,2.43698,1.98246,0.8432,78.67,-0.2054,-0.0276,0.1778,787.3363,0.154341,-310.57349,-310.566737,-310.565793,-310.603824,27.461
gdb_58979,CN(C)C1=CC(=N)OC1,3.79467,1.06162,0.84596,5.749,85.74,-0.2019,0.0029,0.2048,1359.5313,0.159718,-419.227593,-419.218463,-419.217519,-419.26159,33.23
gdb_114663,CCC1OC2CC1C2O,3.44093,1.12436,1.04441,0.7913,78.29,-0.2293,0.0692,0.2985,1256.0479,0.183144,-424.202064,-424.193553,-424.192609,-424.235018,33.504
gdb_47868,N=C1OCCCOC1=N,2.34926,1.73929,1.28665,5.0653,72.02,-0.2643,-0.0159,0.2484,1022.1532,0.137958,-455.15081,-455.143021,-455.142077,-455.183253,29.676
gdb_78499,CC1C2C3(C)CN1C23C,2.45914,1.57221,1.27777,1.6721,86.58,-0.2139,0.09,0.3039,1138.2679,0.193536,-367.155304,-367.146203,-367.145258,-367.188378,35.388
gdb_3432,O=C1OCC2OC12,5.17881,3.0336,2.17018,4.2834,46.22,-0.2676,-0.0167,0.2509,571.0194,0.079507,-380.401348,-380.396123,-380.395179,-380.430397,19.204
gdb_72256,OC12CC3CCC1C23O,2.38829,1.6951,1.47502,2.4121,74.29,-0.2294,0.0707,0.3001,998.678,0.159903,-422.998371,-422.990383,-422.989438,-423.030208,32.186
gdb_6255,C(=O)C(=O)NC(=O)N,3.99771,1.40794,1.04123,2.1899,53.73,-0.2733,-0.1022,0.1711,1016.0387,0.08327,-451.876831,-451.869017,-451.868073,-451.909586,27.006
gdb_53069,CC#CC1=CCC(=O)N1,5.36236,0.76208,0.67281,4.181,86.3,-0.2104,-0.0267,0.1837,1626.9139,0.123402,-400.781128,-400.772079,-400.771135,-400.817651,31.832
gdb_100712,CC(CO)C(C)C(N)=O,2.11155,1.12695,0.87405,3.0046,78.54,-0.2454,0.0314,0.2767,1423.4064,0.191719,-441.523523,-441.512047,-441.511103,-441.560804,40.694
gdb_113289,OCC1NC1(C=O)C#C,2.48431,1.18852,0.90522,3.2284,73.72,-0.2529,-0.0455,0.2073,1271.208,0.121309,-437.819216,-437.809724,-437.80878,-437.85394,33.861
gdb_125204,Cc1cnn2c1OCC2,3.10866,1.64114,1.09952,2.5745,75.47,-0.2075,0.0341,0.2416,1080.1144,0.138613,-418.025407,-418.017542,-418.016597,-418.059067,28.315
gdb_129483,c1nnn(n1)CC(=O)N,4.62034,1.06001,0.93116,3.4262,64.01,-0.2645,-0.0419,0.2226,1185.6511,0.102818,-466.199914,-466.192164,-466.19122,-466.233558,27.433
gdb_68169,CC12CC(O1)C(=O)CC2,3.40117,1.42471,1.21145,3.1799,74.52,-0.2268,-0.0171,0.2097,1069.2444,0.159596,-423.046085,-423.038106,-423.037162,-423.078413,31.345
gdb_18636,OC1C2OCC(=O)C12,3.32739,2.06613,1.78266,2.792,57.33,-0.2494,-0.0268,0.2225,768.4236,0.106935,-419.666719,-419.659905,-419.658961,-419.697912,25.528
gdb_40368,C1CC1C12CC1C1NC21,3.42928,1.28685,1.16282,1.5901,82.57,-0.2001,0.0784,0.2785,1139.8331,0.171715,-365.906312,-365.898633,-365.897689,-365.938554,31.392
gdb_114762,CCC1OC2CC2C=C1,3.40856,1.19862,0.96669,1.0558,85.0,-0.232,0.0143,0.2463,1285.9098,0.183089,-387.083836,-387.075328,-387.074384,-387.117002,33.201
gdb_85519,CC1CC(=O)CC2NC12,2.38801,1.57898,1.06281,3.6428,78.72,-0.2321,-0.007,0.2251,1161.9828,0.172341,-403.164628,-403.156327,-403.155383,-403.197755,32.25
gdb_50883,C(C#N)NC(=N)NC=O,2.74456,1.02017,0.85222,5.3363,69.58,-0.2499,-0.0292,0.2207,1330.6555,0.113164,-450.169841,-450.160822,-450.159877,-450.205097,31.42
gdb_16019,C1CC12CCOCC2,3.75499,1.7442,1.43389,1.1978,74.6,-0.2386,0.0869,0.3255,939.3126,0.17958,-349.003769,-348.996622,-348.995678,-349.034751,28.975
gdb_60849,CC1CC1(O)C(O)C=O,3.2043,1.07076,0.95603,2.2809,72.7,-0.2516,-0.0354,0.2163,1288.2813,0.155842,-460.155612,-460.145795,-460.144851,-460.190226,36.218
gdb_120860,COCC1OC1CCO,3.74212,0.6176,0.56577,1.3466,77.07,-0.255,0.0751,0.3301,1989.489,0.179544,-461.318627,-461.307858,-461.306914,-461.35614,36.851
gdb_91433,CC1CC2CC(C=O)N12,2.29281,1.63241,1.13076,3.1268,79.89,-0.2174,-0.0337,0.1838,1127.9671,0.170466,-403.103741,-403.095168,-403.094224,-403.137375,32.417
gdb_27596,C#Cc1nccc(n1)N,3.49109,1.30511,0.95033,3.6207,82.41,-0.2365,-0.0415,0.195,1157.0978,0.102374,-395.759849,-395.752217,-395.751273,-395.791787,29.328
gdb_128199,CNC1=CC(=O)ON=N1,4.1151,1.15257,0.90578,6.7074,71.9,-0.2424,-0.0875,0.1549,1207.7649,0.099794,-469.985435,-469.977049,-469.976105,-470.01952,29.37
gdb_12916,OC12C[NH2+]C1[C-]2C=O,2.99073,1.48212,1.16769,2.4676,65.94,-0.2421,-0.0729,0.1692,1032.6697,0.115763,-399.736658,-399.727641,-399.726697,-399.770921,31.138
gdb_75670,NC1C(=O)N2CC12C#N,2.98032,1.33549,1.13498,3.473,67.89,-0.271,-0.0456,0.2255,1062.0461,0.100888,-432.84302,-432.834904,-432.83396,-432.875926,29.421
gdb_92085,CC1CC2OC2CC1O,2.55758,1.54428,1.2735,2.8243,77.01,-0.2532,0.0775,0.3307,1091.3237,0.184255,-424.232394,-424.224179,-424.223235,-424.264669,33.052
gdb_110194,OCC1C(CC1=O)C=O,2.63238,1.0953,0.81612,1.6534,71.39,-0.2645,-0.0425,0.2221,1345.1553,0.133575,-458.972526,-458.963476,-458.962531,-459.007219,32.205
gdb_43194,O=C1C2CCN2C11CC1,2.57906,1.74338,1.24963,2.1397,77.16,-0.2283,-0.0269,0.2014,1034.9701,0.147938,-401.906284,-401.898545,-401.897601,-401.938725,29.825
gdb_5761,c1coc(n1)C2CC2,6.12692,1.46283,1.30173,1.1129,68.01,-0.2258,0.0101,0.2359,935.5998,0.120854,-362.68516,-362.678548,-362.677604,-362.716769,24.613
gdb_77357,CN1C(CCC1=O)C=O,2.27249,1.58059,1.19445,4.5367,73.27,-0.2385,-0.038,0.2005,1093.4401,0.147465,-439.143037,-439.134172,-439.133228,-439.17716,31.625
gdb_5111,Cn1c(ccc1N)N,3.38797,2.04181,1.2973,1.4249,72.35,-0.1651,0.0632,0.2284,928.2778,0.143525,-360.067058,-360.058404,-360.05746,-360.100169,31.402
gdb_35515,N#CC1CC2CC1CO2,3.15315,1.42152,1.33666,4.3697,74.51,-0.2551,0.0301,0.2852,1014.5941,0.151214,-401.977425,-401.970362,-401.969418,-402.008985,28.14
gdb_122764,CCCOCC(=O)C#N,6.02679,0.56014,0.51912,4.2339,76.2,-0.2839,-0.0865,0.1974,2064.6052,0.144068,-439.093434,-439.082991,-439.082047,-439.130575,34.795
gdb_15125,N#CCOCC1CO1,8.62395,0.77712,0.74323,5.4427,63.52,-0.2806,0.0053,0.2859,1443.7759,0.117148,-399.763938,-399.755626,-399.754682,-399.798102,27.886
gdb_107424,CCC12CN1CC1NC21,2.7,1.45878,1.33322,2.1892,81.28,-0.2185,0.0727,0.2911,1097.0849,0.184391,-383.227174,-383.21908,-383.218136,-383.259619,32.407
gdb_75579,CC1=CCCCNC1=O,2.44993,1.50697,1.09736,3.6339,82.42,-0.2376,-0.0171,0.2205,1171.3357,0.172952,-403.200957,-403.192235,-403.191291,-403.234141,33.338
gdb_36644,N#CCCC1C2CN1C2,5.60061,0.75205,0.74561,4.7098,81.06,-0.2424,0.0385,0.2808,1537.4339,0.161012,-382.003603,-381.99546,-381.994516,-382.037406,30.472
gdb_64730,CC1(CC#N)CC=CC1,2.89125,1.18792,1.07519,3.9711,83.31,-0.2509,0.0138,0.2647,1209.697,0.171278,-366.049601,-366.040806,-366.039862,-366.083023,33.653
gdb_12225,CC1CN(C=O)C1C,3.68682,1.4264,1.12583,4.3808,73.81,-0.2374,0.0273,0.2647,1091.3423,0.16492,-365.082868,-365.074082,-365.073138,-365.116907,31.324
gdb_36759,C#CCCCC#CC#N,6.65989,0.45963,0.4334,4.9943,90.67,-0.2739,-0.0408,0.2331,2329.9221,0.122205,-363.572442,-363.562661,-363.561717,-363.608435,33.835
gdb_127375,CN1CC1C1=CC=NN1,3.76389,1.12352,1.08122,1.5159,78.57,-0.2321,0.0131,0.2452,1181.342,0.149862,-398.114672,-398.106599,-398.105655,-398.148244,30.18
gdb_33461,C#CC1(CO1)C1COC1,2.84059,1.3206,1.02454,2.8565,73.9,-0.2475,0.0177,0.2652,1162.7537,0.134119,-421.737029,-421.728447,-421.727503,-421.770897,31.423
gdb_100337,CCC(O)(CO)CC#N,2.51737,1.12102,0.95284,3.8912,75.3,-0.2828,0.0321,0.3149,1314.5933,0.167926,-440.298912,-440.288076,-440.287132,-440.334881,38.739
gdb_20910,CCn1c(ccn1)O,3.22238,1.98703,1.3476,2.6705,66.89,-0.2138,0.0406,0.2544,918.052,0.13159,-379.944174,-379.936336,-379.935392,-379.977099,28.392
gdb_17791,OCCC1C2CC1O2,5.97745,1.0137,0.99517,1.7578,68.11,-0.2354,0.0743,0.3097,1199.8091,0.153503,-384.855858,-384.848066,-384.847122,-384.88868,28.902
gdb_69833,CC12CCN3CC3C1O2,3.01244,1.58306,1.26908,1.3279,77.71,-0.2271,0.0686,0.2957,1053.839,0.172279,-403.116444,-403.108674,-403.10773,-403.148227,31.454
gdb_117838,CCCC(C)(CC)CC,2.17849,0.93174,0.81468,0.0425,99.13,-0.2917,0.0723,0.3641,1687.6805,0.272979,-354.775948,-354.763635,-354.762691,-354.813402,45.677
gdb_98242,CC(=N)N(C)C(=O)NC,3.06709,1.12731,0.8473,2.3612,80.43,-0.2356,0.0158,0.2514,1382.7212,0.170097,-436.510796,-436.500148,-436.499204,-436.54745,37.184
gdb_28122,c1c2c([nH]c1N)C=CC2,4.95714,1.21774,0.98759,1.4045,85.32,-0.1642,0.0083,0.1725,1165.4324,0.138845,-380.908807,-380.901146,-380.900202,-380.940766,30.114
gdb_82020,OC1C2NC2C1(O)C#C,2.61517,1.45016,1.32245,3.7487,70.6,-0.2362,0.0285,0.2646,1025.8444,0.12255,-437.79181,-437.783296,-437.782352,-437.824994,32.666
gdb_103666,CCC1(C)CC(C1)C#C,3.60145,0.87825,0.82705,0.9651,92.86,-0.2519,0.0523,0.3041,1519.7467,0.203553,-351.123649,-351.113423,-351.112479,-351.158555,39.08
gdb_85122,CC1NC(=O)C1(O)C=O,1.83622,1.66577,1.35534,3.0272,66.65,-0.2556,-0.0445,0.2111,1054.0784,0.121382,-475.048023,-475.038617,-475.037673,-475.082331,33.285
gdb_127437,Cc1cnc(=O)n(n1)C,3.19473,1.45723,1.01335,4.4163,76.56,-0.2437,-0.0776,0.1661,1138.5702,0.124471,-434.106849,-434.098476,-434.097531,-434.14017,30.095
gdb_86403,CC1CC(O)CC11CC1,2.49909,1.30285,0.96869,1.4767,85.16,-0.2568,0.0741,0.3309,1301.0093,0.206325,-388.293322,-388.284146,-388.283202,-388.327331,36.278
gdb_127538,Cn1nc2c(n1)CNC2,4.78694,1.24145,1.01057,1.1046,76.0,-0.2311,-0.005,0.2261,1159.0292,0.139674,-414.180207,-414.172395,-414.17145,-414.213562,28.173
gdb_13208,CC(CO)C1CCO1,3.92829,1.23773,1.01598,0.9109,71.17,-0.2431,0.0749,0.318,1185.0496,0.17617,-386.118679,-386.109544,-386.1086,-386.152798,32.618
gdb_63390,CC1(CC(C1)(C)C=O)C,3.02776,1.07803,0.92797,2.8784,86.61,-0.2446,-0.0176,0.227,1369.3818,0.202602,-388.306991,-388.296656,-388.295712,-388.342349,38.849
gdb_130517,c1cnc-2oncnc12,4.00383,1.81281,1.24783,2.2446,71.44,-0.2548,-0.1212,0.1336,887.33,0.080195,-431.648301,-431.642516,-431.641571,-431.678395,22.727
gdb_31894,CNc1cnc([nH]1)C#C,6.27903,0.88687,0.78194,4.5645,87.35,-0.1886,-0.005,0.1836,1416.3642,0.124807,-396.926371,-396.917683,-396.916739,-396.959767,32.109
gdb_72658,CC12CCOC1(C)CO2,2.00695,1.90551,1.56394,1.0257,77.18,-0.2431,0.0824,0.3256,1022.7668,0.18214,-424.232147,-424.223508,-424.222563,-424.264746,33.985
gdb_12859,CC12COCC1CO2,3.03471,2.28302,1.80806,2.2585,66.63,-0.2431,0.0823,0.3255,816.1369,0.154821,-384.932695,-384.925565,-384.924621,-384.963743,27.613
gdb_426,NC1COC1=N,5.33196,3.90126,2.45716,1.33,47.4,-0.2491,0.0196,0.2687,518.7658,0.097893,-302.535621,-302.529817,-302.528873,-302.564883,20.618
gdb_73233,NC12CNC1COC2=N,2.21516,1.93096,1.45167,3.0258,72.55,-0.2375,0.0227,0.2602,975.3336,0.150655,-435.253305,-435.245537,-435.244593,-435.285381,30.526
gdb_38427,C1CC2(CC3OC3C2)O1,3.74464,1.28776,1.27646,0.2345,73.59,-0.2437,0.0766,0.3204,1064.4271,0.160433,-423.004436,-422.99696,-422.996015,-423.036773,29.376
gdb_15359,OCC1OC1CC#C,6.32627,0.92034,0.89127,1.6523,67.15,-0.2641,0.0438,0.3079,1281.1656,0.128057,-383.67388,-383.665181,-383.664237,-383.707947,30.882
gdb_60507,CN(C1CC1)C(=N)C#N,3.33199,1.12419,0.90582,3.2133,80.57,-0.2432,-0.042,0.2012,1282.6324,0.147312,-398.119756,-398.110406,-398.109461,-398.154348,33.556
gdb_56714,NC(C#N)C1(CO1)C#C,2.85759,1.29081,1.04737,2.7658,71.7,-0.2724,0.0098,0.2822,1133.7373,0.110628,-416.744928,-416.735835,-416.734891,-416.778971,32.965
gdb_106057,OCC12C3CC(C1O)N23,2.70972,1.54314,1.22195,0.8646,70.84,-0.2519,0.0647,0.3166,1054.6628,0.148227,-439.019053,-439.010897,-439.009953,-439.051836,31.144
gdb_51911,O=COC=NCC1CN1,4.62251,0.66664,0.59968,4.2963,74.5,-0.264,-0.0225,0.2415,1775.0126,0.134828,-455.124753,-455.115638,-455.114694,-455.159789,31.554
gdb_16994,C1C23CCC12C=CC3,3.69279,2.25841,2.02099,0.2899,75.71,-0.2143,0.0203,0.2345,769.0071,0.156314,-310.637962,-310.63172,-310.630776,-310.667773,26.262
gdb_45581,N=C1OC2COCOC12,2.66546,1.78605,1.46753,2.8953,65.31,-0.2576,0.0149,0.2725,927.5256,0.126072,-475.007731,-475.00055,-474.999606,-475.03969,27.18
gdb_88566,OC1CC1C12CCC1O2,3.30932,1.18427,1.12372,3.0353,75.96,-0.234,0.0736,0.3076,1171.2755,0.158392,-422.96545,-422.95711,-422.956165,-422.998677,32.293
gdb_36933,C1CCC(C1)CN2CC2,4.34581,0.80229,0.74789,0.9972,90.02,-0.229,0.0848,0.3138,1631.6093,0.219373,-368.398632,-368.389433,-368.388488,-368.433871,34.588
gdb_77168,CN1C(CC1=O)C1CN1,3.37475,1.07679,0.86713,3.4479,78.0,-0.2432,0.0347,0.2779,1328.7231,0.159596,-419.201192,-419.192169,-419.191225,-419.235654,32.43
gdb_60555,OC(C1CC1)C1(O)CC1,2.82196,1.20964,0.96764,2.561,78.53,-0.2437,0.0683,0.312,1283.0247,0.180771,-424.18985,-424.180158,-424.179213,-424.224281,36.994
gdb_64783,CC1(CC#CC#C)CO1,4.57428,0.68472,0.66696,2.2149,90.49,-0.2437,-0.0144,0.2293,1697.5647,0.132451,-384.619839,-384.61026,-384.609316,-384.654872,34.865
gdb_1664,CNC(=O)N(C)C,4.74331,1.9274,1.41321,3.6703,62.8,-0.2259,0.066,0.2918,880.8701,0.147439,-343.068226,-343.059148,-343.058203,-343.101984,30.213
gdb_50334,O=CN1CC2OC3C2C13,3.94275,1.37357,1.2526,4.531,69.34,-0.2244,0.0276,0.252,1000.0723,0.125945,-437.861051,-437.854277,-437.853333,-437.89287,26.34
gdb_79045,CC1N2C3C4OCC13C24,3.81517,1.60165,1.38169,1.7772,75.11,-0.2291,0.0776,0.3068,964.7366,0.148909,-401.823501,-401.81677,-401.815826,-401.854253,27.866
gdb_33117,c1c(c[nH]c1O)CCO,4.80713,0.74633,0.67765,2.0544,75.13,-0.1814,0.0614,0.2428,1614.0896,0.147488,-439.111538,-439.102097,-439.101153,-439.146365,34.373
gdb_123546,C1C2CC1C1=CC=NN21,4.08145,1.64956,1.43142,3.1467,78.08,-0.2207,0.0265,0.2472,924.2779,0.140789,-380.852702,-380.846574,-380.84563,-380.883631,25.24
gdb_121722,OCCNC(=O)OC=N,4.19629,0.6935,0.61379,3.2891,70.41,-0.2635,0.0077,0.2713,1760.018,0.134938,-492.317841,-492.307896,-492.306951,-492.354589,33.706
gdb_26230,CC([NH3+])C1=CN=C([O-])O1,3.01247,0.61447,0.57956,7.3796,81.71,-0.2495,-0.0809,0.1686,1989.331,0.131418,-455.186026,-455.17459,-455.173646,-455.226661,36.565
gdb_27495,NC1=CC(=N)NC(=O)O1,2.10523,1.87692,0.99291,2.7862,70.4,-0.2222,-0.0101,0.2122,1099.5065,0.102957,-470.078358,-470.070712,-470.069768,-470.110503,29.275
gdb_18181,C#CC1C=CC2CC12,4.14947,1.80068,1.47277,0.7901,74.63,-0.2326,0.0137,0.2462,869.7665,0.131134,-309.426802,-309.419945,-309.419001,-309.457634,27.291
gdb_130806,c1c(nn[nH]1)C#CC=O,8.30008,0.6654,0.61602,4.7029,80.19,-0.262,-0.0775,0.1845,1640.5664,0.078171,-431.641345,-431.633701,-431.632756,-431.674847,26.059
gdb_72371,OC12CC=CC1NC2=N,2.71823,1.64975,1.37994,2.7085,74.63,-0.2323,0.0094,0.2417,983.9248,0.136665,-418.006166,-417.998106,-417.997162,-418.038789,30.981
gdb_132228,c1(=O)nc(oc(n1)F)O,2.0821,1.9985,1.01972,4.4998,51.02,-0.2838,-0.0486,0.2352,999.8155,0.054262,-549.906054,-549.899429,-549.898485,-549.937775,23.864
gdb_31536,Cc1c(cc(o1)NC)N,3.20136,1.13209,0.85587,0.8154,82.69,-0.1591,0.0528,0.2119,1368.2936,0.159074,-419.23012,-419.220232,-419.219287,-419.265069,35.674
gdb_110831,CCC1C2N1CC2(C)C,3.20222,1.09363,0.98909,1.6263,89.34,-0.2216,0.0753,0.297,1365.6576,0.216644,-368.374776,-368.36495,-368.364006,-368.409003,37.999
gdb_101933,COC(C1CO1)C(N)=O,2.03831,1.46727,1.08305,2.6197,68.58,-0.238,0.0223,0.2603,1182.0862,0.145787,-476.216124,-476.206421,-476.205477,-476.251585,34.299
gdb_116854,COC(=N)C#CCCO,6.83531,0.49556,0.46609,1.8449,82.18,-0.2543,-0.0173,0.237,2287.2829,0.145504,-439.054711,-439.04409,-439.043146,-439.092367,35.709
gdb_38800,C1C2OC3CC4C2C1C34,3.09075,2.14224,1.77295,1.387,77.32,-0.2282,0.0819,0.3102,847.2205,0.163077,-385.836598,-385.830723,-385.829779,-385.866377,26.221
gdb_44171,N=C1OC2C(CC12)C#C,5.42282,1.02552,0.94026,2.0365,76.88,-0.2611,0.0175,0.2786,1218.0297,0.124112,-400.69566,-400.687891,-400.686947,-400.728265,29.698
gdb_75439,CC1=CCNC(C1)C#N,2.93605,1.15685,0.86232,4.5515,82.49,-0.2433,0.0097,0.2529,1330.3236,0.16089,-382.094171,-382.085514,-382.084569,-382.127481,32.642
gdb_17192,CC1C2OC1C21CN1,5.14152,1.59341,1.43372,2.6462,69.28,-0.237,0.078,0.3149,913.1917,0.141998,-363.753282,-363.746276,-363.745332,-363.784078,27.694
gdb_3028,N#CC#CC1CN1,15.08067,1.04888,1.04316,4.0364,67.31,-0.2666,-0.0524,0.2142,1044.3824,0.079328,-302.254301,-302.247775,-302.246831,-302.285122,22.429
gdb_69014,CC12CC1(OC2=N)C#N,2.76883,1.40478,1.17224,2.977,73.52,-0.2812,-0.0246,0.2565,1069.7868,0.111678,-416.794079,-416.785893,-416.784949,-416.826911,30.211
gdb_92822,OC1CC=C2CC=CC12,2.85446,1.66188,1.23383,1.6293,81.95,-0.2342,0.0188,0.253,1043.3136,0.16136,-385.906025,-385.898559,-385.897615,-385.937678,30.306
gdb_101196,CCC(O)C1C2COC12,3.74401,1.02928,0.95625,2.4526,78.47,-0.2419,0.0648,0.3067,1332.353,0.18244,-424.177439,-424.168557,-424.167612,-424.211241,34.068
gdb_69754,CC12NC1C1OC(=O)C21,3.17487,1.53053,1.30957,5.781,68.09,-0.2411,0.0123,0.2535,992.8884,0.124498,-437.850978,-437.843717,-437.842773,-437.882554,28.385
gdb_74472,CC1=CC2(CC2)C2NC12,3.0118,1.4047,1.10221,1.4368,87.27,-0.214,0.0219,0.2358,1169.7986,0.171899,-365.986361,-365.97829,-365.977346,-366.018606,32.322
gdb_3342,C1C2COCOC12,4.31165,3.22976,2.20725,1.706,55.48,-0.2389,0.0752,0.3142,618.1807,0.12736,-345.627545,-345.62183,-345.620885,-345.656926,22.233
gdb_67044,CC12CC3C(CC1)C23O,2.07291,1.96903,1.55972,1.2865,80.99,-0.2354,0.0693,0.3047,1005.5973,0.183488,-387.076529,-387.068377,-387.067433,-387.108387,33.365
gdb_80823,CC12CC(NC1=O)C2O,2.0168,1.84403,1.68625,4.7867,71.55,-0.233,0.0226,0.2556,961.5145,0.148012,-439.09942,-439.091164,-439.09022,-439.131752,32.097
gdb_67910,CC12OC(=O)C1N1CC21,2.45959,1.98876,1.38401,3.7111,67.88,-0.2571,-0.0127,0.2444,944.068,0.124031,-437.850715,-437.843417,-437.842473,-437.882227,28.58
gdb_9049,CC(NCC#N)C#C,4.60394,0.95697,0.82398,4.2863,72.05,-0.2517,0.0109,0.2626,1328.2907,0.128574,-342.746262,-342.737177,-342.736233,-342.780527,31.927
gdb_109469,CCN1C(=N)CN=C1C,1.99346,1.80297,1.03342,1.4676,82.7,-0.2154,0.0045,0.2198,1200.1288,0.171651,-399.373266,-399.36399,-399.363046,-399.407464,34.189
gdb_13035,C1CN(C1=O)CC#N,3.96632,1.39698,1.16849,3.7373,63.88,-0.2684,0.0045,0.2729,998.7874,0.107631,-378.75171,-378.744081,-378.743137,-378.784824,26.2
gdb_42898,O=C1C2NC2C11CCO1,2.81069,1.62425,1.27904,3.4888,69.27,-0.2273,-0.028,0.1993,1001.0849,0.124067,-437.822976,-437.815346,-437.814402,-437.855655,28.419
gdb_12853,CC12CCC1OCO2,2.86087,2.432,1.82795,1.3324,66.41,-0.2513,0.0811,0.3324,811.6559,0.154506,-384.937897,-384.930708,-384.929764,-384.969209,27.869
gdb_78554,CC1C2C1(O)CC21CO1,3.20199,1.23309,1.02668,3.0073,76.48,-0.2492,0.0691,0.3183,1205.7537,0.157277,-422.970376,-422.961665,-422.960721,-423.003283,33.686
gdb_114943,COC1CC=C(C1)C=O,3.7845,0.92518,0.81365,4.1861,81.31,-0.2476,-0.0533,0.1943,1434.8347,0.158207,-423.044375,-423.035359,-423.034414,-423.078838,32.549
gdb_22622,CC12CC(CC1)C2=NO,2.40034,1.51552,1.18823,1.0692,82.85,-0.2374,0.0255,0.2629,1132.6919,0.171534,-403.101596,-403.093141,-403.092196,-403.134233,33.302
gdb_133124,COc1c(cncn1)F,2.59412,1.64254,1.01215,1.7008,67.53,-0.2542,-0.0321,0.222,1085.1795,0.10173,-478.016719,-478.009233,-478.008289,-478.049034,27.073
gdb_119217,COCC1(NC1C)C#C,1.97793,1.25744,0.87742,1.4432,83.79,-0.2372,0.04,0.2772,1407.4552,0.167694,-403.07612,-403.065651,-403.064707,-403.111902,37.414
gdb_38471,C1C2CC11CC3OC3C21,3.48187,1.69054,1.53113,1.6746,78.86,-0.2504,0.0876,0.338,928.8173,0.16224,-385.80665,-385.80041,-385.799466,-385.836795,27.355
gdb_113927,CCC1CC1CC(C)C,3.34448,0.69841,0.63894,0.1644,97.16,-0.2602,0.0877,0.3479,1944.7725,0.250468,-353.560256,-353.548863,-353.547919,-353.597462,42.087
gdb_7137,CCCC(=O)NCC,5.28513,0.80557,0.77327,3.299,77.33,-0.24,0.0375,0.2775,1592.3245,0.187352,-366.311995,-366.301716,-366.300772,-366.349263,35.395
gdb_83685,CC1C2CCC2C1C=O,2.08669,1.78338,1.39096,2.4235,81.84,-0.2425,-0.023,0.2196,1062.827,0.182372,-387.07313,-387.064333,-387.063389,-387.106992,33.156
gdb_19174,CC1C2C(C)C1C2C,3.24271,1.71439,1.32278,0.0337,83.3,-0.2802,0.1006,0.3808,1046.2616,0.200107,-313.015813,-313.006978,-313.006033,-313.049201,33.389
gdb_114236,CCC1CC2(CC2C)O1,3.52144,0.89552,0.86658,1.475,87.11,-0.2194,0.0833,0.3027,1518.4403,0.204071,-388.272184,-388.262289,-388.261345,-388.307432,37.085
gdb_95249,OC1CCC2CC2CC1,2.57087,1.41411,1.12867,1.3658,84.79,-0.2518,0.0692,0.321,1188.0969,0.208668,-388.295404,-388.287014,-388.286069,-388.327786,34.399
gdb_37724,C1C2C3C4COC2C1N34,3.14596,2.13824,1.72296,0.8295,73.66,-0.219,0.0965,0.3155,838.6874,0.152301,-401.903476,-401.897633,-401.896689,-401.933416,25.29
gdb_83929,CN1C2COCC12C=O,2.60388,1.46562,1.22561,2.5697,73.31,-0.2353,-0.0314,0.2039,1076.9148,0.147329,-439.064359,-439.056002,-439.055057,-439.097265,30.971
gdb_133622,CC(C)(CC(F)(F)F)O,2.67234,1.06337,1.04274,2.5084,60.92,-0.2738,0.057,0.3308,1235.008,0.140927,-570.607745,-570.597781,-570.596837,-570.642962,36.558
